Unnamed: 0,split,img_filename,img_path,spatial_reference,epsg,category,visible,img_width,img_height,country_code,cloud_cover,timestamp,lat,lon,region,y,year,new_filename
254608,train,smokestack_228_5_rgb.jpg,train/smokestack/smokestack_228/smokestack_228_5_rgb.jpg,GCS_WGS_1984,4326,smokestack,True,983,553,RUS,50,2012-08-09T08:50:32Z,55.87581567436,38.44734214235999,1,48,10.0,rgb_img_254608.png
246687,train,wind_farm_1367_0_rgb.jpg,train/wind_farm/wind_farm_1367/wind_farm_1367_0_rgb.jpg,GCS_WGS_1984,4326,wind_farm,True,811,467,RUS,11,2010-04-24T09:43:19Z,54.93340415304,20.34747984236,1,60,8.0,rgb_img_246687.png
181896,train,educational_institution_338_2_rgb.jpg,train/educational_institution/educational_institution_338/educational_institution_338_2_rgb.jpg,GCS_WGS_1984,4326,educational_institution,True,749,553,USA,0,2005-02-06T15:37:21Z,42.612988218240005,-70.87077265764,3,14,3.0,rgb_img_181896.png
49657,train,tower_269_6_rgb.jpg,train/tower/tower_269/tower_269_6_rgb.jpg,GCS_WGS_1984,4326,tower,True,1040,568,LVA,0,2010-03-09T09:42:09Z,57.002479979940006,24.09706444236,1,56,8.0,rgb_img_49657.png
223331,train,prison_117_14_rgb.jpg,train/prison/prison_117/prison_117_14_rgb.jpg,GCS_WGS_1984,4326,prison,True,998,836,USA,0,2012-02-09T18:18:04Z,33.427217938302945,-112.1243205666462,3,39,10.0,rgb_img_223331.png
350558,train,runway_30_1_rgb.jpg,train/runway/runway_30/runway_30_1_rgb.jpg,GCS_WGS_1984,4326,runway,True,2995,1849,DEU,0,2010-07-20T10:37:49Z,51.99921112132,12.14677290122,1,44,8.0,rgb_img_350558.png
137221,train,recreational_facility_501_0_rgb.jpg,train/recreational_facility/recreational_facility_501/recreational_facility_501_0_rgb.jpg,GCS_WGS_1984,4326,recreational_facility,True,975,772,USA,4,2010-06-25T19:14:36Z,37.97760423778,-121.9871473392,3,42,8.0,rgb_img_137221.png
320229,train,ground_transportation_station_712_4_rgb.jpg,train/ground_transportation_station/ground_transportation_station_712/ground_transportation_station_712_4_rgb.jpg,GCS_WGS_1984,4326,ground_transportation_station,True,954,946,CRI,10,2010-02-05T16:07:21.485Z,9.904070846286592,-83.68815502737809,3,22,8.0,rgb_img_320229.png
195491,train,crop_field_1538_0_rgb.jpg,train/crop_field/crop_field_1538/crop_field_1538_0_rgb.jpg,GCS_WGS_1984,4326,crop_field,True,910,743,USA,0,2010-03-10T19:13:30Z,35.639875658799994,-120.7849885282,3,11,8.0,rgb_img_195491.png
234462,train,parking_lot_or_garage_310_6_rgb.jpg,train/parking_lot_or_garage/parking_lot_or_garage_310/parking_lot_or_garage_310_6_rgb.jpg,GCS_WGS_1984,4326,parking_lot_or_garage,True,857,699,JPN,0,2012-04-29T01:48:48Z,35.72438807104,140.00422483979995,0,35,10.0,rgb_img_234462.png
218820,train,interchange_434_13_rgb.jpg,train/interchange/interchange_434/interchange_434_13_rgb.jpg,GCS_WGS_1984,4326,interchange,True,586,446,USA,0,2012-11-04T15:40:57Z,40.72369625293139,-73.72521281556352,3,26,10.0,rgb_img_218820.png
92653,train,gas_station_117_0_rgb.jpg,train/gas_station/gas_station_117/gas_station_117_0_rgb.jpg,GCS_WGS_1984,4326,gas_station,True,815,547,UKR,0,2004-11-04T08:33:47Z,48.02271306114,37.75534574235999,1,20,2.0,rgb_img_92653.png
285013,train,place_of_worship_3847_13_rgb.jpg,train/place_of_worship/place_of_worship_3847/place_of_worship_3847_13_rgb.jpg,GCS_WGS_1984,4326,place_of_worship,True,828,518,GBR,0,2011-02-08T11:01:25Z,51.42443134745348,-0.1626186029017424,1,36,9.0,rgb_img_285013.png
27492,train,barn_229_1_rgb.jpg,train/barn/barn_229/barn_229_1_rgb.jpg,GCS_WGS_1984,4326,barn,True,785,501,CZE,25,2005-09-14T10:14:18Z,50.47223537418001,14.25225823156,1,6,3.0,rgb_img_27492.png
225870,train,parking_lot_or_garage_272_7_rgb.jpg,train/parking_lot_or_garage/parking_lot_or_garage_272/parking_lot_or_garage_272_7_rgb.jpg,GCS_WGS_1984,4326,parking_lot_or_garage,True,955,584,DEU,0,2011-10-23T10:27:29Z,52.42714385836,9.615693723888,1,35,9.0,rgb_img_225870.png
335770,train,waste_disposal_588_5_rgb.jpg,train/waste_disposal/waste_disposal_588/waste_disposal_588_5_rgb.jpg,GCS_WGS_1984,4326,waste_disposal,True,1064,617,RUS,4,2012-05-08T07:51:35Z,54.70492277916,55.97497004236,1,58,10.0,rgb_img_335770.png
51977,train,tower_18_1_rgb.jpg,train/tower/tower_18/tower_18_1_rgb.jpg,GCS_WGS_1984,4326,tower,True,1038,906,USA,6,2010-09-05T17:16:14Z,29.66411190436,-95.02355625764,3,56,8.0,rgb_img_51977.png
236544,train,parking_lot_or_garage_899_1_rgb.jpg,train/parking_lot_or_garage/parking_lot_or_garage_899/parking_lot_or_garage_899_1_rgb.jpg,GCS_WGS_1984,4326,parking_lot_or_garage,True,866,665,CHN,0,2011-11-23T03:40:00Z,40.080806775620005,116.3915971454,0,35,9.0,rgb_img_236544.png
57179,train,factory_or_powerplant_350_6_rgb.jpg,train/factory_or_powerplant/factory_or_powerplant_350/factory_or_powerplant_350_6_rgb.jpg,GCS_WGS_1984,4326,factory_or_powerplant,True,977,555,RUS,0,2012-05-16T08:54:24Z,55.4979923479,37.59753679746,1,16,10.0,rgb_img_57179.png
231987,train,parking_lot_or_garage_1154_0_rgb.jpg,train/parking_lot_or_garage/parking_lot_or_garage_1154/parking_lot_or_garage_1154_0_rgb.jpg,GCS_WGS_1984,4326,parking_lot_or_garage,True,766,573,USA,0,2006-06-08T16:58:01Z,41.88450352046,-87.62634036153999,3,35,4.0,rgb_img_231987.png
301822,train,place_of_worship_516_19_rgb.jpg,train/place_of_worship/place_of_worship_516/place_of_worship_516_19_rgb.jpg,GCS_WGS_1984,4326,place_of_worship,True,962,588,GBR,27,2011-09-18T10:53:12Z,52.3983999647272,0.2632598343722952,1,36,9.0,rgb_img_301822.png
58541,train,car_dealership_143_0_rgb.jpg,train/car_dealership/car_dealership_143/car_dealership_143_0_rgb.jpg,GCS_WGS_1984,4326,car_dealership,True,989,628,BEL,0,2010-06-27T11:16:18Z,50.69837194536,4.3588986213980006,1,9,8.0,rgb_img_58541.png
67982,train,shopping_mall_332_4_rgb.jpg,train/shopping_mall/shopping_mall_332/shopping_mall_332_4_rgb.jpg,GCS_WGS_1984,4326,shopping_mall,True,969,545,RUS,0,2009-11-05T08:30:42Z,55.88599172822,37.43666240766,1,46,7.0,rgb_img_67982.png
39306,train,surface_mine_1307_0_rgb.jpg,train/surface_mine/surface_mine_1307/surface_mine_1307_0_rgb.jpg,GCS_WGS_1984,4326,surface_mine,True,1064,550,RUS,0,2011-05-16T08:38:25Z,58.97131920984,45.98078798256,1,53,9.0,rgb_img_39306.png
135447,train,impoverished_settlement_57_6_rgb.jpg,train/impoverished_settlement/impoverished_settlement_57/impoverished_settlement_57_6_rgb.jpg,GCS_WGS_1984,4326,impoverished_settlement,True,2807,2273,SYR,0,2011-08-09T08:21:56Z,36.26677939303071,36.71997082011247,0,25,9.0,rgb_img_135447.png
149521,train,recreational_facility_3554_1_rgb.jpg,train/recreational_facility/recreational_facility_3554/recreational_facility_3554_1_rgb.jpg,GCS_WGS_1984,4326,recreational_facility,True,939,720,ITA,1,2011-11-20T10:32:05Z,40.22343425576,15.16514221556,1,42,9.0,rgb_img_149521.png
