img_filename,Black_Hair
201595.jpg,1
160982.jpg,1
044707.jpg,1
195153.jpg,0
201906.jpg,0
167726.jpg,0
107563.jpg,1
047418.jpg,0
187353.jpg,0
074639.jpg,0
085978.jpg,0
131205.jpg,0
010788.jpg,1
076393.jpg,0
129962.jpg,0
169358.jpg,0
118191.jpg,1
181298.jpg,0
110820.jpg,1
018245.jpg,0
141715.jpg,0
047334.jpg,1
103791.jpg,1
196435.jpg,0
195178.jpg,0
030942.jpg,0
036106.jpg,1
127580.jpg,0
189310.jpg,1
015263.jpg,1
170806.jpg,0
182417.jpg,0
159964.jpg,0
063514.jpg,0
027133.jpg,0
131213.jpg,0
038434.jpg,1
182481.jpg,0
028493.jpg,1
013878.jpg,1
072916.jpg,0
169216.jpg,0
154419.jpg,0
150322.jpg,1
024828.jpg,1
050262.jpg,0
103677.jpg,0
002531.jpg,0
167275.jpg,0
163419.jpg,0
134203.jpg,0
052919.jpg,0
121385.jpg,0
086433.jpg,0
037604.jpg,0
102599.jpg,0
038971.jpg,0
027818.jpg,0
018964.jpg,0
185684.jpg,0
126382.jpg,0
119208.jpg,0
064670.jpg,0
085820.jpg,1
136991.jpg,0
040382.jpg,1
121064.jpg,0
126340.jpg,0
062658.jpg,0
084451.jpg,0
197595.jpg,0
162385.jpg,1
087044.jpg,1
186986.jpg,1
158789.jpg,1
175072.jpg,1
197565.jpg,0
135842.jpg,0
064379.jpg,0
144170.jpg,0
039065.jpg,0
064406.jpg,0
120116.jpg,0
168875.jpg,0
130472.jpg,0
019708.jpg,0
055780.jpg,0
093911.jpg,0
053695.jpg,0
176299.jpg,0
110400.jpg,0
008940.jpg,1
127416.jpg,0
162225.jpg,1
055478.jpg,0
054733.jpg,1
168227.jpg,1
068975.jpg,0
036217.jpg,0
082574.jpg,0
110013.jpg,0
169973.jpg,0
121643.jpg,0
041477.jpg,0
163092.jpg,0
049718.jpg,0
086423.jpg,0
175085.jpg,1
197329.jpg,0
051025.jpg,0
160531.jpg,0
026348.jpg,0
160867.jpg,0
014552.jpg,1
092990.jpg,0
089657.jpg,1
169756.jpg,0
002651.jpg,0
169291.jpg,0
122615.jpg,0
048291.jpg,1
034251.jpg,1
127382.jpg,0
070218.jpg,0
126681.jpg,1
156379.jpg,0
058241.jpg,1
194712.jpg,1
147136.jpg,0
047351.jpg,0
173447.jpg,0
057456.jpg,0
011344.jpg,0
064206.jpg,0
159541.jpg,0
048615.jpg,0
107618.jpg,0
189156.jpg,0
124586.jpg,0
127842.jpg,0
178996.jpg,0
188147.jpg,0
182155.jpg,0
041431.jpg,0
114655.jpg,1
029432.jpg,0
153766.jpg,0
002956.jpg,0
143798.jpg,0
143488.jpg,0
064024.jpg,0
186968.jpg,0
106697.jpg,1
010582.jpg,1
093418.jpg,1
195279.jpg,1
100656.jpg,0
199216.jpg,0
073052.jpg,0
017647.jpg,1
185936.jpg,1
140740.jpg,0
167490.jpg,0
049529.jpg,0
109845.jpg,1
042019.jpg,0
019618.jpg,1
153602.jpg,0
150774.jpg,1
054715.jpg,1
091262.jpg,0
145622.jpg,0
145527.jpg,0
073302.jpg,1
162126.jpg,0
133093.jpg,1
016072.jpg,1
182412.jpg,0
049544.jpg,0
196441.jpg,1
103441.jpg,1
167217.jpg,0
194494.jpg,0
102772.jpg,0
145942.jpg,1
106130.jpg,0
017233.jpg,0
159289.jpg,0
037220.jpg,1
006749.jpg,1
160808.jpg,0
039845.jpg,0
009385.jpg,0
085429.jpg,0
097083.jpg,1
078578.jpg,1
055031.jpg,0
048840.jpg,0
053968.jpg,0
011471.jpg,0
181954.jpg,0
093066.jpg,1
158034.jpg,0
202268.jpg,1
031760.jpg,0
046235.jpg,0
076050.jpg,0
142288.jpg,0
028612.jpg,0
172540.jpg,1
173290.jpg,1
099081.jpg,0
029249.jpg,1
075011.jpg,0
065732.jpg,1
067822.jpg,0
142387.jpg,0
016148.jpg,0
018644.jpg,0
103901.jpg,0
052762.jpg,0
140258.jpg,0
194787.jpg,1
072292.jpg,0
176249.jpg,0
038106.jpg,1
065741.jpg,1
139757.jpg,0
086797.jpg,0
179501.jpg,1
169591.jpg,0
152075.jpg,1
023790.jpg,0
105664.jpg,0
124622.jpg,0
191112.jpg,0
111344.jpg,0
125082.jpg,0
014938.jpg,1
034509.jpg,0
097787.jpg,0
199262.jpg,0
152369.jpg,0
072826.jpg,0
140457.jpg,0
025559.jpg,0
191714.jpg,0
170636.jpg,0
096636.jpg,0
015527.jpg,0
021212.jpg,0
064130.jpg,1
063760.jpg,0
056808.jpg,0
002759.jpg,0
067454.jpg,0
093803.jpg,0
151016.jpg,0
113956.jpg,1
085212.jpg,0
135206.jpg,0
037444.jpg,0
161450.jpg,1
072747.jpg,1
164413.jpg,1
174044.jpg,0
193352.jpg,0
069629.jpg,0
020387.jpg,0
037447.jpg,1
019139.jpg,0
135150.jpg,0
076735.jpg,0
140541.jpg,0
100155.jpg,0
179899.jpg,0
112138.jpg,0
046267.jpg,0
066460.jpg,1
158604.jpg,0
144212.jpg,0
095401.jpg,1
038211.jpg,0
116985.jpg,0
185958.jpg,0
029759.jpg,0
153439.jpg,0
199651.jpg,0
089275.jpg,0
176927.jpg,0
027857.jpg,0
116986.jpg,0
027527.jpg,0
075329.jpg,0
161082.jpg,1
142818.jpg,0
198440.jpg,0
165517.jpg,1
078149.jpg,0
047489.jpg,1
201102.jpg,0
095935.jpg,0
108177.jpg,1
199242.jpg,0
177701.jpg,0
038975.jpg,0
046537.jpg,1
024637.jpg,0
196122.jpg,0
042294.jpg,0
162328.jpg,0
036342.jpg,0
162602.jpg,1
084895.jpg,0
081209.jpg,1
106261.jpg,1
105345.jpg,0
089244.jpg,0
048034.jpg,0
153523.jpg,0
083263.jpg,0
048574.jpg,0
179196.jpg,0
156642.jpg,0
130179.jpg,0
158683.jpg,0
194631.jpg,0
020040.jpg,1
111655.jpg,1
191514.jpg,0
000315.jpg,1
199256.jpg,1
153236.jpg,1
115968.jpg,0
164439.jpg,0
106502.jpg,0
051720.jpg,0
042153.jpg,1
046967.jpg,0
191725.jpg,0
147253.jpg,0
044951.jpg,0
001533.jpg,0
152530.jpg,0
176685.jpg,0
151217.jpg,1
087521.jpg,0
051487.jpg,0
114954.jpg,0
160928.jpg,0
011532.jpg,0
065619.jpg,0
117286.jpg,0
050715.jpg,0
182961.jpg,1
055654.jpg,0
038599.jpg,1
163873.jpg,0
144187.jpg,0
003171.jpg,1
120275.jpg,0
197854.jpg,0
031573.jpg,0
101879.jpg,0
090271.jpg,0
037889.jpg,0
179669.jpg,0
062044.jpg,0
150487.jpg,1
035464.jpg,0
011846.jpg,0
063590.jpg,1
194933.jpg,0
028129.jpg,0
072966.jpg,1
147215.jpg,1
051493.jpg,0
018800.jpg,0
150693.jpg,0
031901.jpg,0
058412.jpg,0
017057.jpg,0
055750.jpg,0
098004.jpg,0
115252.jpg,0
029749.jpg,0
142444.jpg,1
063469.jpg,0
081733.jpg,0
163970.jpg,0
148645.jpg,1
021602.jpg,0
160262.jpg,0
154858.jpg,0
028594.jpg,0
191643.jpg,0
104773.jpg,1
073101.jpg,0
083181.jpg,0
007421.jpg,0
170520.jpg,0
042368.jpg,0
073115.jpg,0
076355.jpg,1
040081.jpg,1
090957.jpg,1
132114.jpg,0
102971.jpg,0
141319.jpg,0
056756.jpg,0
108099.jpg,0
103399.jpg,1
190840.jpg,1
102813.jpg,0
046402.jpg,0
188167.jpg,1
031642.jpg,0
145394.jpg,1
116902.jpg,1
090220.jpg,1
085391.jpg,0
004182.jpg,0
123182.jpg,0
145052.jpg,0
182000.jpg,1
140824.jpg,0
127394.jpg,1
184696.jpg,0
192252.jpg,1
019402.jpg,0
125239.jpg,0
161403.jpg,0
022623.jpg,0
185699.jpg,1
158740.jpg,0
115134.jpg,0
160430.jpg,1
097101.jpg,0
038240.jpg,0
146032.jpg,1
165770.jpg,0
113470.jpg,0
064489.jpg,1
004793.jpg,0
014987.jpg,0
054185.jpg,0
046757.jpg,0
076682.jpg,0
098977.jpg,0
049085.jpg,0
051045.jpg,1
076467.jpg,0
182274.jpg,1
128589.jpg,1
044121.jpg,1
160551.jpg,0
150330.jpg,1
057935.jpg,0
106383.jpg,0
020889.jpg,1
093194.jpg,0
132434.jpg,1
051418.jpg,1
113358.jpg,1
039858.jpg,1
130931.jpg,0
192757.jpg,1
071223.jpg,0
087749.jpg,0
161255.jpg,0
191502.jpg,0
188856.jpg,1
122275.jpg,0
042473.jpg,0
185845.jpg,1
190795.jpg,0
107495.jpg,1
040405.jpg,1
089219.jpg,0
116999.jpg,0
173794.jpg,0
112362.jpg,0
041386.jpg,1
103711.jpg,0
136431.jpg,1
064679.jpg,0
191600.jpg,0
032373.jpg,0
116931.jpg,0
023532.jpg,0
129145.jpg,0
034498.jpg,0
181009.jpg,1
077732.jpg,0
176768.jpg,0
113995.jpg,0
072497.jpg,0
187843.jpg,0
118420.jpg,0
172033.jpg,0
096061.jpg,1
006699.jpg,1
025199.jpg,1
018695.jpg,0
174039.jpg,0
166531.jpg,0
105611.jpg,1
187997.jpg,1
149699.jpg,0
158656.jpg,0
160311.jpg,1
085834.jpg,0
022029.jpg,0
172848.jpg,1
031641.jpg,0
083738.jpg,0
146951.jpg,0
064697.jpg,1
118728.jpg,0
087822.jpg,0
194391.jpg,0
131052.jpg,0
187181.jpg,0
121552.jpg,0
167359.jpg,0
190283.jpg,1
198428.jpg,0
193612.jpg,0
123421.jpg,0
170490.jpg,0
163138.jpg,0
190979.jpg,0
099736.jpg,0
079502.jpg,1
109663.jpg,0
038897.jpg,0
155877.jpg,0
200059.jpg,0
179945.jpg,0
185398.jpg,0
162858.jpg,0
045717.jpg,0
040843.jpg,1
130010.jpg,1
104272.jpg,1
067228.jpg,0
161607.jpg,1
200733.jpg,1
074512.jpg,1
121354.jpg,1
011548.jpg,0
005454.jpg,0
039096.jpg,1
001320.jpg,1
007691.jpg,0
098724.jpg,0
002164.jpg,0
018148.jpg,0
028643.jpg,0
119341.jpg,1
062643.jpg,0
201251.jpg,0
005875.jpg,1
193574.jpg,0
162948.jpg,1
108992.jpg,1
141232.jpg,0
034441.jpg,0
022466.jpg,1
029812.jpg,0
043704.jpg,0
054255.jpg,0
106499.jpg,1
047138.jpg,0
136008.jpg,1
075411.jpg,0
032458.jpg,0
202419.jpg,0
072675.jpg,1
195487.jpg,0
127233.jpg,0
100176.jpg,0
046546.jpg,0
003969.jpg,0
113938.jpg,0
113904.jpg,0
106004.jpg,1
124603.jpg,0
100601.jpg,0
096731.jpg,0
004633.jpg,0
004061.jpg,1
092308.jpg,1
105282.jpg,1
015911.jpg,0
090578.jpg,0
194137.jpg,0
058572.jpg,1
164119.jpg,0
061800.jpg,0
172952.jpg,1
002056.jpg,1
006544.jpg,0
179770.jpg,0
198173.jpg,1
122028.jpg,0
195987.jpg,0
131729.jpg,0
115326.jpg,0
042206.jpg,0
071032.jpg,0
074787.jpg,1
094074.jpg,0
036391.jpg,1
131036.jpg,0
076524.jpg,0
196216.jpg,1
056315.jpg,1
190946.jpg,0
093197.jpg,0
180652.jpg,0
145837.jpg,0
028462.jpg,1
122931.jpg,0
006028.jpg,0
127194.jpg,1
172764.jpg,0
040859.jpg,0
172699.jpg,0
097481.jpg,0
107825.jpg,0
135624.jpg,1
098571.jpg,0
139505.jpg,1
078829.jpg,0
027409.jpg,0
010251.jpg,0
126873.jpg,1
030513.jpg,0
187988.jpg,0
117695.jpg,0
117675.jpg,0
003996.jpg,1
106525.jpg,0
131799.jpg,1
161577.jpg,0
183623.jpg,0
156164.jpg,0
153769.jpg,0
141078.jpg,1
152711.jpg,0
149274.jpg,0
088894.jpg,0
193846.jpg,1
003306.jpg,0
181670.jpg,0
150766.jpg,0
199927.jpg,0
087038.jpg,0
034507.jpg,1
101492.jpg,1
047895.jpg,0
094588.jpg,0
197555.jpg,0
095723.jpg,0
016880.jpg,0
121002.jpg,1
144032.jpg,0
014394.jpg,0
200716.jpg,0
129217.jpg,1
073207.jpg,1
154049.jpg,1
109856.jpg,0
170591.jpg,0
132331.jpg,0
137071.jpg,0
094363.jpg,0
151745.jpg,0
119165.jpg,0
168393.jpg,0
040713.jpg,0
146885.jpg,0
078648.jpg,0
187363.jpg,1
180415.jpg,0
194861.jpg,0
182841.jpg,0
094149.jpg,0
144603.jpg,1
146669.jpg,1
006617.jpg,1
046020.jpg,0
100338.jpg,0
184045.jpg,0
001548.jpg,0
044863.jpg,0
162501.jpg,1
138813.jpg,1
105307.jpg,1
017594.jpg,0
126954.jpg,1
